Rank,Username,Categories,Suscribers,Country,Visits,Likes,Comments,Links,Cluster,Recommendation
502,viralhog,Juguetes,16700000.0,Estados Unidos,39500.0,1300.0,28.0,http://youtube.com/channel/UC3339WgBDKIcxTfywuSmG8w,1,Recommend channels from Cluster 1 to users interested in this type of content.
503,failarmy,"Animación, Humor",16700000.0,Estados Unidos,2200000.0,20700.0,746.0,http://youtube.com/channel/UCPDis9pjXuqyI7RYLJ-TTSA,1,Recommend channels from Cluster 1 to users interested in this type of content.
504,IDEASEN5MINUTOSoficial,Películas,16700000.0,México,116500.0,246.0,8.0,http://youtube.com/channel/UC_OLtzRJdg0MJfiqGWAAIHw,1,Recommend channels from Cluster 1 to users interested in this type of content.
505,FunFunMiniWorld,,16700000.0,Estados Unidos,29500.0,755.0,0.0,http://youtube.com/channel/UCqvS0UZpSh8ydVQ7TxGNOJw,1,Recommend channels from Cluster 1 to users interested in this type of content.
506,ch7hd,,16600000.000000002,Tailandia,2500.0,66.0,1.0,http://youtube.com/channel/UCXUVnTEsLZBim_WlWxBvEwA,1,Recommend channels from Cluster 1 to users interested in this type of content.
507,DailyDoseOfInternet,Animales y mascotas,16600000.000000002,Estados Unidos,4000000.0,193200.0,5200.0,http://youtube.com/channel/UCdC0An4ZPNr_YiFiYoVbwaw,1,Recommend channels from Cluster 1 to users interested in this type of content.
508,KaykaiSalaiderChannel,"Películas, Humor",16600000.000000002,Tailandia,813000.0,32500.0,369.0,http://youtube.com/channel/UCdLGCJcIGu5ExzYN6CXtkIw,1,Recommend channels from Cluster 1 to users interested in this type of content.
509,LEGO,Animación,16600000.000000002,Estados Unidos,28000.0,304.0,0.0,http://youtube.com/channel/UCP-Ng5SXUEt0VE-TXqRdL6g,1,Recommend channels from Cluster 1 to users interested in this type of content.
510,RCTILAYARDRAMAINDONESIA,"Música y baile, Películas",16600000.000000002,Indonesia,10200.0,174.0,5.0,http://youtube.com/channel/UCzTsWuCdVP_vehWyGwPcS3Q,1,Recommend channels from Cluster 1 to users interested in this type of content.
511,tarik_alhalapi,,16500000.0,Turquía,2300000.0,59000.0,154.0,http://youtube.com/channel/UCoIPNS4wYsQV4_XV2wSaxyw,1,Recommend channels from Cluster 1 to users interested in this type of content.
512,SandraCiresArt,,16500000.0,Colombia,0.0,0.0,0.0,http://youtube.com/channel/UCYM02HkL0C3V1hAzw0HUXUw,1,Recommend channels from Cluster 1 to users interested in this type of content.
513,Pitbull,Música y baile,16500000.0,Estados Unidos,9800.0,859.0,42.0,http://youtube.com/channel/UCv8nzwVPQDRjkPCkEsOdEwA,1,Recommend channels from Cluster 1 to users interested in this type of content.
514,boyceavenue,Música y baile,16500000.0,Brasil,17200.0,1400.0,26.0,http://youtube.com/channel/UCgc00bfF_PvO_2AvqJZHXFg,1,Recommend channels from Cluster 1 to users interested in this type of content.
515,LaRosaDeGuadalupeOf,,16500000.0,México,58500.0,1200.0,25.0,http://youtube.com/channel/UCGs30k8MveMERD3askAgNYA,1,Recommend channels from Cluster 1 to users interested in this type of content.
516,samsmith,,16500000.0,Estados Unidos,28500.0,1900.0,67.0,http://youtube.com/channel/UCvpDeGlR5wLP9Z3Tb6K0Xfg,1,Recommend channels from Cluster 1 to users interested in this type of content.
517,Lyna,"Películas, Animación",16399999.999999998,Argentina,327300.0,9600.0,816.0,http://youtube.com/channel/UC-cnbLlplnXA4oc7rR21qzg,1,Recommend channels from Cluster 1 to users interested in this type of content.
518,Mrwhosetheboss,,16399999.999999998,Estados Unidos,3400000.0,167900.0,1500.0,http://youtube.com/channel/UCMiJRAwDNSNzuYeN2uWa0pA,1,Recommend channels from Cluster 1 to users interested in this type of content.
519,Infobellsbengalirhymes,Educación,16399999.999999998,Unknown,746400.0,20500.0,0.0,http://youtube.com/channel/UCAWuV9ZZ0itI3WR-JHWIUNQ,1,Recommend channels from Cluster 1 to users interested in this type of content.
520,GLENTYOUTUBE,Videojuegos,16399999.999999998,Rusia,1800000.0,100900.0,1800.0,http://youtube.com/channel/UCBYvr4SqfGQd5fTmOXVQ4Zw,1,Recommend channels from Cluster 1 to users interested in this type of content.
521,T3ddy,Vlogs diarios,16399999.999999998,Brasil,413500.0,42600.0,941.0,http://youtube.com/channel/UC5mZsx_OVnc4XmG9rWU2p3A,1,Recommend channels from Cluster 1 to users interested in this type of content.
522,FitDanceTV,"Música y baile, Animación",16399999.999999998,Unknown,29100.0,844.0,11.0,http://youtube.com/channel/UCl_AQeO6ynSDRSjclc1e16Q,1,Recommend channels from Cluster 1 to users interested in this type of content.
523,jjolatunji,,16399999.999999998,Estados Unidos,2800000.0,145700.0,4600.0,http://youtube.com/channel/UCGmnsW623G1r-Chmo5RB4Yw,1,Recommend channels from Cluster 1 to users interested in this type of content.
524,mattstonie,Comida y bebida,16399999.999999998,Estados Unidos,1800000.0,54600.0,1800.0,http://youtube.com/channel/UCd1fLoVFooPeWqCEYVUJZqg,1,Recommend channels from Cluster 1 to users interested in this type of content.
525,TWICE,"Música y baile, Películas",16399999.999999998,Filipinas,350600.0,51700.0,304.0,http://youtube.com/channel/UCzgxx_DM2Dcb9Y1spb9mUJA,1,Recommend channels from Cluster 1 to users interested in this type of content.
526,rubentuestaoficial,,16399999.999999998,Argentina,2500000.0,291400.0,1800.0,http://youtube.com/channel/UC8id8PPmTd6aqfpUnQzUaxw,1,Recommend channels from Cluster 1 to users interested in this type of content.
527,Unspeakable,"Videojuegos, Humor",16399999.999999998,Estados Unidos,1900000.0,40000.0,318.0,http://youtube.com/channel/UCwIWAbIeu0xI0ReKWOcw3eg,1,Recommend channels from Cluster 1 to users interested in this type of content.
528,vladandnikiarab,Animación,16300000.0,Unknown,126100.0,613.0,0.0,http://youtube.com/channel/UCoxoYSL3rFXB7JSELiI5V1w,1,Recommend channels from Cluster 1 to users interested in this type of content.
529,ADME_RU,Animación,16300000.0,Rusia,17200.0,472.0,26.0,http://youtube.com/channel/UCuVpbMt4yu4I9eAey3khnGg,1,Recommend channels from Cluster 1 to users interested in this type of content.
530,DearSir,Educación,16300000.0,India,266300.0,22500.0,2300.0,http://youtube.com/channel/UC9dyrsYEmD4iGJ8Oz1G5dpw,1,Recommend channels from Cluster 1 to users interested in this type of content.
531,JoseComelonEspanol,Comida y bebida,16300000.0,Unknown,484600.0,1900.0,0.0,http://youtube.com/channel/UCiqE9bJFJhPEOVGdpj2LdEg,1,Recommend channels from Cluster 1 to users interested in this type of content.
532,NasyaOfficial,,16200000.0,Indonesia,853900.0,15100.0,136.0,http://youtube.com/channel/UCGJc3yx2-64H-c3L6kVhxtw,1,Recommend channels from Cluster 1 to users interested in this type of content.
533,antrax,Animación,16200000.0,México,623600.0,39500.0,746.0,http://youtube.com/channel/UCNbwP-bKUlKrE_5qDwvFILQ,1,Recommend channels from Cluster 1 to users interested in this type of content.
534,kidsplay,"Películas, Juguetes",16200000.0,Unknown,28300.0,132.0,0.0,http://youtube.com/channel/UClyPv5RRfYdUFv2SsgV5uMw,1,Recommend channels from Cluster 1 to users interested in this type of content.
535,DylandPROS,"Películas, Animación",16200000.0,Indonesia,21500.0,996.0,28.0,http://youtube.com/channel/UCXdmo_q4SawYMz-dmeKEHPQ,1,Recommend channels from Cluster 1 to users interested in this type of content.
536,TV9Bharatvarsh,Noticias y Política,16200000.0,India,4100.0,97.0,1.0,http://youtube.com/channel/UCOutOIcn_oho8pyVN3Ng-Pg,1,Recommend channels from Cluster 1 to users interested in this type of content.
537,mkmusic,Música y baile,16100000.000000002,Brasil,29200.0,1700.0,67.0,http://youtube.com/channel/UCbVwJCxsVbmaP1PFmbGQDeQ,1,Recommend channels from Cluster 1 to users interested in this type of content.
538,MoreAliA,"Animación, Videojuegos",16100000.000000002,Estados Unidos,645200.0,11900.0,389.0,http://youtube.com/channel/UCyeVfsThIHM_mEZq7YXIQSQ,1,Recommend channels from Cluster 1 to users interested in this type of content.
539,MYFAMILYComedy,,16100000.000000002,India,2600000.0,5400.0,104.0,http://youtube.com/channel/UC4B6dDVB0Umrh5l4UgxUtyg,1,Recommend channels from Cluster 1 to users interested in this type of content.
540,camilo,Música y baile,16000000.0,Colombia,560000.0,17000.0,590.0,http://youtube.com/channel/UCw0aKHSGFGyrnMeVnHeYMyw,1,Recommend channels from Cluster 1 to users interested in this type of content.
541,Arifmuhammadd,"Música y baile, Películas",16000000.0,Indonesia,3300000.0,62400.0,2000.0,http://youtube.com/channel/UCfx3oPv3cJm2aCJ7UnhKx8A,1,Recommend channels from Cluster 1 to users interested in this type of content.
542,SonyLIV,,16000000.0,India,9300.0,105.0,4.0,http://youtube.com/channel/UCOQNJjhXwvAScuELTT_i7cQ,1,Recommend channels from Cluster 1 to users interested in this type of content.
543,wifistudy,Educación,16000000.0,India,3900.0,184.0,4.0,http://youtube.com/channel/UCuWuAvEnKWez5BUr29VpwqA,1,Recommend channels from Cluster 1 to users interested in this type of content.
544,katakit_baby,Música y baile,16000000.0,Arabia Saudita,174500.0,1200.0,0.0,http://youtube.com/channel/UChDk1SYEDyC4s74mKwfBUKQ,1,Recommend channels from Cluster 1 to users interested in this type of content.
545,MazhavilManorama,,16000000.0,India,13300.0,299.0,1.0,http://youtube.com/channel/UCUPD0jQo-EP0B1Nf4uzeIMA,1,Recommend channels from Cluster 1 to users interested in this type of content.
546,JulianaBaltar,"Películas, Humor",16000000.0,Brasil,207800.0,9400.0,139.0,http://youtube.com/channel/UCqDauP_ke8Lwt8Hg3Xv-8Iw,1,Recommend channels from Cluster 1 to users interested in this type of content.
547,KarlaBustillos,,16000000.0,México,5400000.0,362000.0,2100.0,http://youtube.com/channel/UCyI6QRxXArFsfWlMdvoG2hw,1,Recommend channels from Cluster 1 to users interested in this type of content.
548,kuplinovplay,Videojuegos,16000000.0,Rusia,1900000.0,124700.0,2300.0,http://youtube.com/channel/UCdKuE7a2QZeHPhDntXVZ91w,1,Recommend channels from Cluster 1 to users interested in this type of content.
549,VolgaVideo,,16000000.0,India,3500.0,22.0,0.0,http://youtube.com/channel/UCIeNlITYK46VkR7yIuTL8GQ,1,Recommend channels from Cluster 1 to users interested in this type of content.
550,DopeLyrics,Música y baile,16000000.0,Estados Unidos,24200.0,242.0,16.0,http://youtube.com/channel/UCvR2R7j218tzejtTsb_X6Rw,1,Recommend channels from Cluster 1 to users interested in this type of content.
551,hamaarbhojpuri,Música y baile,16000000.0,India,32200.000000000004,1200.0,22.0,http://youtube.com/channel/UCpN-WGQgGsOrXm7nHXDdTDA,1,Recommend channels from Cluster 1 to users interested in this type of content.
552,yudistardhana,Películas,16000000.0,Indonesia,492000.0,18300.0,148.0,http://youtube.com/channel/UCvc00uetYIML9D-7BBrEXLA,1,Recommend channels from Cluster 1 to users interested in this type of content.
553,MashaBearARAB,,15900000.0,Unknown,226000.0,4300.0,0.0,http://youtube.com/channel/UCpm9UA5N0Y9Kv1FJNtnNlJA,1,Recommend channels from Cluster 1 to users interested in this type of content.
554,ChetanMongaVlogs,Vlogs diarios,15900000.0,India,1400000.0,95100.0,238.0,http://youtube.com/channel/UCZLOlM5df0CXW9bP5MAeE7A,1,Recommend channels from Cluster 1 to users interested in this type of content.
555,TeamFilmsBhojpuri,Música y baile,15900000.0,India,11600.0,241.0,17.0,http://youtube.com/channel/UCB4SvelHl4qjFSNYfxhp-SQ,1,Recommend channels from Cluster 1 to users interested in this type of content.
556,KashviAdlakha,,15900000.0,India,97900.0,2800.0,16.0,http://youtube.com/channel/UC8Cd9Zfg3l2SdUT3Xm_aHmA,1,Recommend channels from Cluster 1 to users interested in this type of content.
557,BlippiEspanol,,15900000.0,Unknown,245100.0,628.0,0.0,http://youtube.com/channel/UC4YImPQT-_0kCh5joATwyhw,1,Recommend channels from Cluster 1 to users interested in this type of content.
558,pinkshirtcouple,,15800000.0,Estados Unidos,3200000.0,123400.0,843.0,http://youtube.com/channel/UC2xBh2nwvOwBqnA1tEbPCZw,1,Recommend channels from Cluster 1 to users interested in this type of content.
559,ColorsRishtey1,,15800000.0,India,3600.0,29.0,1.0,http://youtube.com/channel/UCyfkoMQeJOoEt3ZhY3PI6Uw,1,Recommend channels from Cluster 1 to users interested in this type of content.
560,RottenTomatoesTRAILERS,"Películas, Animación",15800000.0,Estados Unidos,34600.0,510.0,49.0,http://youtube.com/channel/UCi8e0iOVk1fEOogdfu4YgfA,1,Recommend channels from Cluster 1 to users interested in this type of content.
561,FCBarcelona,Deportes,15800000.0,Estados Unidos,164500.0,12100.0,172.0,http://youtube.com/channel/UC14UlmYlSNiQCBe9Eookf_A,1,Recommend channels from Cluster 1 to users interested in this type of content.
562,5MCArabic,Películas,15800000.0,Egipto,32500.0,169.0,4.0,http://youtube.com/channel/UCy7QvWo7uV_AcoLJL5RIwkQ,1,Recommend channels from Cluster 1 to users interested in this type of content.
563,5MinuteCraftsFAMILY,,15800000.0,India,5200.0,71.0,3.0,http://youtube.com/channel/UC63mNFJR8EAb8wAIJwoCmTA,1,Recommend channels from Cluster 1 to users interested in this type of content.
564,TheMriDul,,15700000.0,India,7400000.0,349500.0,10200.0,http://youtube.com/channel/UC0zXnLIFedO97pFsyMxZcFg,1,Recommend channels from Cluster 1 to users interested in this type of content.
565,TalkingFriends,"Animación, Humor",15700000.0,Estados Unidos,17800.0,125.0,0.0,http://youtube.com/channel/UCDCNmuaOXOo25Yn4mbMHhhQ,1,Recommend channels from Cluster 1 to users interested in this type of content.
566,SonyMusicSouth,"Música y baile, Películas",15600000.0,India,256100.00000000003,3000.0,85.0,http://youtube.com/channel/UCn4rEMqKtwBQ6-oEwbd4PcA,1,Recommend channels from Cluster 1 to users interested in this type of content.
567,zutigang,Vlogs diarios,15600000.0,Estados Unidos,124400.0,4900.0,24.0,http://youtube.com/channel/UCNBTflmnht6ZMRNCDNilw9g,1,Recommend channels from Cluster 1 to users interested in this type of content.
568,HenriqueeJuliano,Música y baile,15600000.0,Brasil,2000000.0,19100.0,453.0,http://youtube.com/channel/UCfLTxnQboSLcoSakgONmukQ,1,Recommend channels from Cluster 1 to users interested in this type of content.
569,FFUNTV,,15600000.0,Estados Unidos,0.0,0.0,0.0,http://youtube.com/channel/UCt8z2S30Wl-GQEluFVM8NUw,1,Recommend channels from Cluster 1 to users interested in this type of content.
570,CNN,"Música y baile, Animación",15600000.0,Estados Unidos,152800.0,2300.0,983.0,http://youtube.com/channel/UCupvZG-5ko_eiXAupbDfxWw,1,Recommend channels from Cluster 1 to users interested in this type of content.
571,MobileLegends5v5MOBA,"Animación, Videojuegos",15600000.0,Indonesia,80900.0,695.0,6.0,http://youtube.com/channel/UCqmld-BIYME2i_ooRTo1EOg,1,Recommend channels from Cluster 1 to users interested in this type of content.
572,Zayn,Música y baile,15600000.0,Estados Unidos,145200.0,20500.0,935.0,http://youtube.com/channel/UC3PdiRW5dUA4V70ueeR1eHA,1,Recommend channels from Cluster 1 to users interested in this type of content.
573,genierock,Música y baile,15600000.0,Tailandia,66700.0,742.0,41.0,http://youtube.com/channel/UCs2t9DlvAuyTBkvk2djGZKw,1,Recommend channels from Cluster 1 to users interested in this type of content.
574,TheHarshBeniwal,"Películas, Humor",15600000.0,India,0.0,0.0,0.0,http://youtube.com/channel/UCVmEbEQUGXHVm-O9pqa3JWg,1,Recommend channels from Cluster 1 to users interested in this type of content.
575,joerogan,Vlogs diarios,15600000.0,Estados Unidos,1200000.0,20700.0,3100.0,http://youtube.com/channel/UCzQUP1qoWDoEbmsQxvdjxgQ,1,Recommend channels from Cluster 1 to users interested in this type of content.
576,SRKMUSIC,Música y baile,15600000.0,India,13000.0,318.0,20.0,http://youtube.com/channel/UCAH1Aw-mXgcB3t8uaqW4yTA,1,Recommend channels from Cluster 1 to users interested in this type of content.
577,EliKids,Música y baile,15600000.0,Unknown,173500.0,2300.0,0.0,http://youtube.com/channel/UCVi_GtP-1stDmhPuWCCQ5KA,1,Recommend channels from Cluster 1 to users interested in this type of content.
578,Senya_Super,"Animación, Juguetes",15500000.0,Unknown,15800.0,117.0,0.0,http://youtube.com/channel/UCjx0-lAtcB7pTxT6MaGPs9g,1,Recommend channels from Cluster 1 to users interested in this type of content.
579,ShriPrashant,Educación,15500000.0,India,71800.0,6300.0,44.0,http://youtube.com/channel/UCMgapddJymOC6MBOiOqia1A,1,Recommend channels from Cluster 1 to users interested in this type of content.
580,A2Motivation,Educación,15500000.0,India,715000.0,103500.0,634.0,http://youtube.com/channel/UC6ERimtc5zFrn7x6Bk3HaHA,1,Recommend channels from Cluster 1 to users interested in this type of content.
581,LOKESHGAMER,,15400000.0,India,240400.0,27400.0,660.0,http://youtube.com/channel/UCdQPeeJ0qGK6wWBiEJWcdsQ,1,Recommend channels from Cluster 1 to users interested in this type of content.
582,Kerajinan5-Menit,Música y baile,15400000.0,Indonesia,11500.0,70.0,3.0,http://youtube.com/channel/UClIYfCAhMAlacxT0e_sl1uA,1,Recommend channels from Cluster 1 to users interested in this type of content.
583,romanatwoodvlogs,"Películas, Humor",15400000.0,Estados Unidos,2500000.0,106700.0,4300.0,http://youtube.com/channel/UC-SV8-bUJfXjrRMnp7F8Wzw,1,Recommend channels from Cluster 1 to users interested in this type of content.
584,LinusTechTips,Ciencia y tecnología,15400000.0,Estados Unidos,1100000.0,54800.0,3100.0,http://youtube.com/channel/UCXuqSBlHAE6Xw-yeJA0Tunw,1,Recommend channels from Cluster 1 to users interested in this type of content.
585,DaveAndAva,Música y baile,15400000.0,Unknown,164100.0,559.0,0.0,http://youtube.com/channel/UC6zhI71atP7YLoZyIyCIGNw,1,Recommend channels from Cluster 1 to users interested in this type of content.
586,kompastv,Noticias y Política,15400000.0,Indonesia,4400.0,34.0,5.0,http://youtube.com/channel/UC5BMIWZe9isJXLZZWPWvBlg,1,Recommend channels from Cluster 1 to users interested in this type of content.
587,_vector_,,15400000.0,Estados Unidos,15400000.0,712400.0,1200.0,http://youtube.com/channel/UCzJ53fi4NuDCYWOk9PtEkCA,1,Recommend channels from Cluster 1 to users interested in this type of content.
588,THE_BROWN_SIBLINGS,,15400000.0,India,234500.0,15600.0,57.0,http://youtube.com/channel/UCxGzpNf5XOnSQOYC2nbMiyQ,1,Recommend channels from Cluster 1 to users interested in this type of content.
589,Jesser,"Videojuegos, Humor",15400000.0,Estados Unidos,1300000.0,50600.0,321.0,http://youtube.com/channel/UCQIUhhcmXsu6cN6n3y9-Pww,1,Recommend channels from Cluster 1 to users interested in this type of content.
590,RayWilliamJohnson,"Animación, Humor",15400000.0,Estados Unidos,2600000.0,237600.0,1800.0,http://youtube.com/channel/UCGt7X90Au6BV8rf49BiM6Dg,1,Recommend channels from Cluster 1 to users interested in this type of content.
591,GoAmiGo,Vlogs diarios,15400000.0,Colombia,7900000.0,455300.0,2300.0,http://youtube.com/channel/UCp4Fk7Xy_wYq8sFKcKNrQCA,1,Recommend channels from Cluster 1 to users interested in this type of content.
592,nianaguerrero,Música y baile,15400000.0,Filipinas,504800.0,12100.0,290.0,http://youtube.com/channel/UCLysbxhOO_JPOPgcsPCMb8w,1,Recommend channels from Cluster 1 to users interested in this type of content.
593,abscbnnews,Noticias y Política,15400000.0,Filipinas,3800.0,39.0,2.0,http://youtube.com/channel/UCE2606prvXQc_noEqKxVJXA,1,Recommend channels from Cluster 1 to users interested in this type of content.
594,ndtvindia,Noticias y Política,15400000.0,India,3300.0,38.0,2.0,http://youtube.com/channel/UC9CYT9gSNLevX5ey2_6CK0Q,1,Recommend channels from Cluster 1 to users interested in this type of content.
595,MNCTVOfficialId,"Música y baile, Películas",15300000.0,Indonesia,1200.0,34.0,0.0,http://youtube.com/channel/UC34xi8JB1AKSotPUKHywbaA,1,Recommend channels from Cluster 1 to users interested in this type of content.
596,OyuncakAvi-oyku,,15300000.0,Unknown,25400.0,0.0,0.0,http://youtube.com/channel/UCjS0hMS5sneIgsb3PjBc0Bw,1,Recommend channels from Cluster 1 to users interested in this type of content.
597,studyiqofficial,Educación,15200000.0,India,16400.0,883.0,21.0,http://youtube.com/channel/UCrC8mOqJQpoB7NuIMKIS6rQ,1,Recommend channels from Cluster 1 to users interested in this type of content.
598,ranzkyle,,15200000.0,Filipinas,399900.0,19100.0,572.0,http://youtube.com/channel/UCdAt_KUKt0g9ZRQ7gwKaN3A,1,Recommend channels from Cluster 1 to users interested in this type of content.
599,MohamedRamadan,"Música y baile, Películas",15200000.0,Egipto,272900.0,6400.0,82.0,http://youtube.com/channel/UCJCj2HtcnbOyCj1rmKaxwJg,1,Recommend channels from Cluster 1 to users interested in this type of content.
600,HongyuASMR,ASMR,15200000.0,Estados Unidos,368500.0,4100.0,148.0,http://youtube.com/channel/UCxtLc0Jqq3SKBWlIXM_OC9g,1,Recommend channels from Cluster 1 to users interested in this type of content.
601,DaftarPopuler,Ciencia y tecnología,15200000.0,Indonesia,56400.0,749.0,97.0,http://youtube.com/channel/UCQW2tTNJ40V2T6MqV1eMZ0w,1,Recommend channels from Cluster 1 to users interested in this type of content.
602,EdisonPts,Videojuegos,15200000.0,Rusia,1600000.0,108100.0,4200.0,http://youtube.com/channel/UCrpt82vHWIWZSHtNQxncPrg,1,Recommend channels from Cluster 1 to users interested in this type of content.
603,SupercarBlondie,Animación,15200000.0,Estados Unidos,745100.0,23100.0,425.0,http://youtube.com/channel/UCKSVUHI9rbbkXhvAXK-2uxA,1,Recommend channels from Cluster 1 to users interested in this type of content.
604,PlayStation,,15200000.0,Estados Unidos,33100.0,995.0,83.0,http://youtube.com/channel/UC-2Y8dQb0S6DtpxNgAKoJKA,1,Recommend channels from Cluster 1 to users interested in this type of content.
605,Thaich8,,15200000.0,Tailandia,9000.0,135.0,4.0,http://youtube.com/channel/UCtBu8Wb2BUoduUXJS9Uss7Q,1,Recommend channels from Cluster 1 to users interested in this type of content.
606,kwebbelkop,"Animación, Videojuegos",15200000.0,Estados Unidos,60800.0,602.0,279.0,http://youtube.com/channel/UCfLuMSIDmeWRYpuCQL0OJ6A,1,Recommend channels from Cluster 1 to users interested in this type of content.
607,mariale,,15200000.0,México,17700.0,1200.0,19.0,http://youtube.com/channel/UCSyoRFkB5xkaa3ScUcBaETw,1,Recommend channels from Cluster 1 to users interested in this type of content.
608,PPMussas,Moda,15200000.0,México,230400.0,10400.0,393.0,http://youtube.com/channel/UClnKzwo9CPkYix6V9jK4JTQ,1,Recommend channels from Cluster 1 to users interested in this type of content.
609,Makiman131,"Películas, Animación",15200000.0,España,238400.0,11000.0,345.0,http://youtube.com/channel/UCevY-z55kr37ZAXG15F-KiA,1,Recommend channels from Cluster 1 to users interested in this type of content.
610,LittleAngelBrasil,Animación,15100000.0,Unknown,206800.0,453.0,0.0,http://youtube.com/channel/UCAdpXDXkrrYQXFtAbJixRUg,1,Recommend channels from Cluster 1 to users interested in this type of content.
611,zncoficial,,15100000.0,Brasil,20400.0,1800.0,33.0,http://youtube.com/channel/UCRRu9OXVYd5clj2Bs29gUVQ,1,Recommend channels from Cluster 1 to users interested in this type of content.
612,indorephysicalacademy.,,15100000.0,India,54800.0,3900.0,95.0,http://youtube.com/channel/UC196qeFpI8slOwK8ZWjKndw,1,Recommend channels from Cluster 1 to users interested in this type of content.
613,NetflixJr,"Animación, Humor",15100000.0,Unknown,104200.0,197.0,0.0,http://youtube.com/channel/UCAJnyTWJPpKXuwgWQDdNWrQ,1,Recommend channels from Cluster 1 to users interested in this type of content.
614,TazerCraft,"Películas, Animación",15000000.0,Brasil,182000.0,12700.0,525.0,http://youtube.com/channel/UCjBO43ykxlSs3j7F7EXcBUQ,1,Recommend channels from Cluster 1 to users interested in this type of content.
615,PeetMontzingo,,15000000.0,Estados Unidos,1700000.0,0.0,1100.0,http://youtube.com/channel/UC1WbRuMMzbzUfBG65x1FmXQ,1,Recommend channels from Cluster 1 to users interested in this type of content.
616,XpressTV,Ciencia y tecnología,15000000.0,México,1100000.0,33400.0,311.0,http://youtube.com/channel/UC0YFjwJc3b1otDerdv6CfWA,1,Recommend channels from Cluster 1 to users interested in this type of content.
617,ABCNews,Noticias y Política,15000000.0,Estados Unidos,10900.0,115.0,50.0,http://youtube.com/channel/UCBi2mrWuNuyYy4gbM6fU18Q,1,Recommend channels from Cluster 1 to users interested in this type of content.
618,Therichest,Noticias y Política,15000000.0,Estados Unidos,8500.0,246.0,19.0,http://youtube.com/channel/UCdxi8d8qRsRyUi2ERYjYb-w,1,Recommend channels from Cluster 1 to users interested in this type of content.
619,leagueoflegends,"Películas, Animación",15000000.0,Estados Unidos,909100.0,45300.0,1900.0,http://youtube.com/channel/UC2t5bjwHdUX4vM2g8TRDq5g,1,Recommend channels from Cluster 1 to users interested in this type of content.
620,RS1313Shorts,,15000000.0,India,5000.0,49.0,9.0,http://youtube.com/channel/UCPQtgEj6Z0xve62aeSgo5qA,1,Recommend channels from Cluster 1 to users interested in this type of content.
621,mispastelitos,Comida y bebida,15000000.0,México,1700000.0,89700.0,903.0,http://youtube.com/channel/UCkjjH0hsvaeRIuwGlM9oSvg,1,Recommend channels from Cluster 1 to users interested in this type of content.
622,crashcourse,Ciencia y tecnología,15000000.0,Estados Unidos,28900.0,1200.0,32.0,http://youtube.com/channel/UCX6b17PVsYBQ0ip5gyeme-Q,1,Recommend channels from Cluster 1 to users interested in this type of content.
623,5MinuteCraftsRecycle,,15000000.0,India,6300.0,70.0,3.0,http://youtube.com/channel/UCCLVg6BI7NxDIp6GFKfFGFw,1,Recommend channels from Cluster 1 to users interested in this type of content.
624,itowngameplay,"Animación, Videojuegos",15000000.0,México,47100.0,2600.0,167.0,http://youtube.com/channel/UCKmlxQVs0vHtaLldRIQ8lsA,1,Recommend channels from Cluster 1 to users interested in this type of content.
625,TroomTroomRu,"Videojuegos, Juguetes",15000000.0,Unknown,96000.0,2000.0,11.0,http://youtube.com/channel/UCq1JpGFxcZTbbOAz010U-og,1,Recommend channels from Cluster 1 to users interested in this type of content.
626,jorgeemateus,Música y baile,14900000.0,Brasil,72600.0,2400.0,103.0,http://youtube.com/channel/UCL64gn1KZ1C-u87BGQv3b6w,1,Recommend channels from Cluster 1 to users interested in this type of content.
627,cure0721,,14900000.0,Indonesia,3300000.0,245100.0,2300.0,http://youtube.com/channel/UCkLNHZZsC3LKdUAroKNwOOw,1,Recommend channels from Cluster 1 to users interested in this type of content.
628,iamneetubisht,,14900000.0,India,3500000.0,200400.0,215.0,http://youtube.com/channel/UCDwhsmzFDLc5hOB6SUglAjg,1,Recommend channels from Cluster 1 to users interested in this type of content.
629,SusyMouriz,,14900000.0,México,4900000.0,364000.0,1400.0,http://youtube.com/channel/UC2Rh-eKkibnZq8pRxYYoSSQ,1,Recommend channels from Cluster 1 to users interested in this type of content.
630,MattyBRaps,Música y baile,14900000.0,Estados Unidos,267900.0,949.0,0.0,http://youtube.com/channel/UCmdY1pHB-KbFYxOyhwjVeQw,1,Recommend channels from Cluster 1 to users interested in this type of content.
631,OReinoInfantil,Música y baile,14900000.0,Unknown,88300.0,262.0,0.0,http://youtube.com/channel/UCooY3HgjOMWoDpIHMDM4ghQ,1,Recommend channels from Cluster 1 to users interested in this type of content.
632,AadishaktiFilms,Música y baile,14900000.0,Unknown,12500.0,336.0,30.0,http://youtube.com/channel/UC1Ekm042kfOFJyKaTIYOVIA,1,Recommend channels from Cluster 1 to users interested in this type of content.
633,GyanGaming,"Videojuegos, Humor",14800000.0,India,264800.0,22700.0,248.0,http://youtube.com/channel/UChXi_PlJkRMPYFQBOJ3MpxA,1,Recommend channels from Cluster 1 to users interested in this type of content.
634,fueledbyramen,Música y baile,14800000.0,Estados Unidos,88400.0,696.0,40.0,http://youtube.com/channel/UClVrJwcIy7saPcGc1nct80A,1,Recommend channels from Cluster 1 to users interested in this type of content.
